Machine Name ,Perkin-Elmer Spectrum 100,,P35,,,P40,,,P45,
,Attenuated total reflectance mode in the region of 4000?650 cm?1. 16 scans were done with a resolution of 4 cm?1,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance 
,,,797,93.94,,797,143.84,,797,198.33
,,,796,93.76,,796,143.63,,796,198.07
,,,795,93.58,,795,143.4,,795,197.8
,,,794,93.38,,794,143.17,,794,197.52
,,,793,93.17,,793,142.92,,793,197.21
,,,792,92.93,,792,142.65,,792,196.88
,,,791,92.64,,791,142.34,,791,196.49
,,,790,92.29,,790,141.98,,790,196.04
,,,789,91.88,,789,141.55,,789,195.52
,,,788,91.4,,788,141.06,,788,194.92
,,,787,90.86,,787,140.47,,787,194.24
,,,786,90.23,,786,139.8,,786,193.47
,,,785,89.54,,785,139.05,,785,192.62
,,,784,88.81,,784,138.26,,784,191.73
,,,783,88.06,,783,137.46,,783,190.81
,,,782,87.32,,782,136.68,,782,189.89
,,,781,86.62,,781,135.94,,781,189.01
,,,780,85.98,,780,135.27,,780,188.18
,,,779,85.42,,779,134.68,,779,187.43
,,,778,84.94,,778,134.16,,778,186.77
,,,777,84.56,,777,133.74,,777,186.2
,,,776,84.3,,776,133.43,,776,185.74
,,,775,84.2,,775,133.3,,775,185.46
,,,774,84.29,,774,133.36,,774,185.41
,,,773,84.59,,773,133.63,,773,185.6
,,,772,85.11,,772,134.12,,772,186.04
,,,771,85.81,,771,134.8,,771,186.72
,,,770,86.67,,770,135.64,,770,187.61
,,,769,87.61,,769,136.59,,769,188.63
,,,768,88.55,,768,137.54,,768,189.71
,,,767,89.42,,767,138.43,,767,190.77
,,,766,90.19,,766,139.23,,766,191.76
,,,765,90.87,,765,139.93,,765,192.66
,,,764,91.42,,764,140.49,,764,193.42
,,,763,91.83,,763,140.93,,763,194.04
,,,762,92.11,,762,141.24,,762,194.5
,,,761,92.3,,761,141.46,,761,194.85
,,,760,92.45,,760,141.62,,760,195.12
,,,759,92.56,,759,141.73,,759,195.32
,,,758,92.63,,758,141.79,,758,195.45
,,,757,92.66,,757,141.81,,757,195.53
,,,756,92.65,,756,141.81,,756,195.58
,,,755,92.63,,755,141.79,,755,195.6
,,,754,92.58,,754,141.74,,754,195.58
,,,753,92.49,,753,141.64,,753,195.48
,,,752,92.34,,752,141.48,,752,195.32
,,,751,92.19,,751,141.33,,751,195.16
,,,750,92.09,,750,141.23,,750,195.07
,,,749,92.05,,749,141.19,,749,195.06
,,,748,92.02,,748,141.18,,748,195.07
,,,747,91.97,,747,141.14,,747,195.04
,,,746,91.88,,746,141.06,,746,194.96
,,,745,91.76,,745,140.95,,745,194.84
,,,744,91.63,,744,140.81,,744,194.7
,,,743,91.47,,743,140.64,,743,194.53
,,,742,91.3,,742,140.44,,742,194.34
,,,741,91.13,,741,140.24,,741,194.15
,,,740,90.95,,740,140.04,,740,193.95
,,,739,90.76,,739,139.84,,739,193.73
,,,738,90.55,,738,139.63,,738,193.5
,,,737,90.33,,737,139.42,,737,193.27
,,,736,90.09,,736,139.19,,736,193.03
,,,735,89.84,,735,138.95,,735,192.77
,,,734,89.58,,734,138.68,,734,192.49
,,,733,89.29,,733,138.39,,733,192.2
,,,732,88.99,,732,138.07,,732,191.91
,,,731,88.67,,731,137.73,,731,191.61
,,,730,88.33,,730,137.38,,730,191.28
,,,729,87.96,,729,137.01,,729,190.92
,,,728,87.54,,728,136.6,,728,190.51
,,,727,87.09,,727,136.17,,727,190.09
,,,726,86.61,,726,135.73,,726,189.67
,,,725,86.17,,725,135.31,,725,189.28
,,,724,85.78,,724,134.93,,724,188.94
,,,723,85.5,,723,134.62,,723,188.66
,,,722,85.35,,722,134.44,,722,188.5
,,,721,85.35,,721,134.43,,721,188.46
,,,720,85.52,,720,134.58,,720,188.56
,,,719,85.83,,719,134.85,,719,188.77
,,,718,86.21,,718,135.19,,718,189.05
,,,717,86.63,,717,135.56,,717,189.35
,,,716,87.02,,716,135.91,,716,189.62
,,,715,87.36,,715,136.2,,715,189.84
,,,714,87.64,,714,136.44,,714,189.99
,,,713,87.87,,713,136.63,,713,190.1
,,,712,88.08,,712,136.81,,712,190.2
,,,711,88.27,,711,136.98,,711,190.3
,,,710,88.44,,710,137.15,,710,190.4
,,,709,88.6,,709,137.29,,709,190.5
,,,708,88.75,,708,137.41,,708,190.57
,,,707,88.85,,707,137.48,,707,190.59
,,,706,88.91,,706,137.53,,706,190.59
,,,705,88.95,,705,137.57,,705,190.59
,,,704,89,,704,137.62,,704,190.61
,,,703,89.06,,703,137.67,,703,190.64
,,,702,89.12,,702,137.71,,702,190.67
,,,701,89.17,,701,137.73,,701,190.67
,,,700,89.21,,700,137.74,,700,190.66
,,,699,89.25,,699,137.76,,699,190.63
,,,698,89.28,,698,137.78,,698,190.61
,,,697,89.31,,697,137.8,,697,190.6
,,,696,89.32,,696,137.79,,696,190.58
,,,695,89.3,,695,137.76,,695,190.57
,,,694,89.28,,694,137.72,,694,190.54
,,,693,89.25,,693,137.66,,693,190.49
,,,692,89.22,,692,137.58,,692,190.41
,,,691,89.19,,691,137.52,,691,190.33
,,,690,89.18,,690,137.48,,690,190.28
,,,689,89.15,,689,137.45,,689,190.24
,,,688,89.09,,688,137.42,,688,190.19
,,,687,89,,687,137.35,,687,190.11
,,,686,88.91,,686,137.26,,686,190.02
,,,685,88.83,,685,137.18,,685,189.92
,,,684,88.76,,684,137.09,,684,189.79
,,,683,88.67,,683,136.98,,683,189.62
,,,682,88.56,,682,136.85,,682,189.46
,,,681,88.45,,681,136.7,,681,189.33
,,,680,88.35,,680,136.56,,680,189.24
,,,679,88.28,,679,136.42,,679,189.16
,,,678,88.22,,678,136.3,,678,189.06
,,,677,88.16,,677,136.18,,677,188.94
,,,676,88.07,,676,136.05,,676,188.78
,,,675,87.92,,675,135.9,,675,188.6
,,,674,87.76,,674,135.74,,674,188.44
,,,673,87.64,,673,135.59,,673,188.3
,,,672,87.56,,672,135.48,,672,188.18
,,,671,87.53,,671,135.39,,671,188.08
,,,670,87.52,,670,135.3,,670,187.96
,,,669,87.45,,669,135.1,,669,187.73
,,,668,87.23,,668,134.7,,668,187.31
,,,667,86.94,,667,134.25,,667,186.83
,,,666,86.73,,666,133.9,,666,186.43
,,,665,86.6,,665,133.61,,665,186.07
,,,664,86.49,,664,133.3,,664,185.69
,,,663,86.38,,663,132.95,,663,185.32
,,,662,86.28,,662,132.64,,662,185.01
,,,661,86.22,,661,132.44,,661,184.8
,,,660,86.2,,660,132.39,,660,184.71
,,,659,86.2,,659,132.48,,659,184.74
,,,658,86.19,,658,132.66,,658,184.91
,,,657,86.15,,657,132.87,,657,185.14
,,,656,86.08,,656,133.07,,656,185.33
,,,655,86.01,,655,133.24,,655,185.44
,,,654,85.95,,654,133.39,,654,185.5
,,,653,85.91,,653,133.51,,653,185.54
,,,652,85.87,,652,133.49,,652,185.55
,,,651,85.82,,651,133.48,,651,185.54
,,,650,85.73,,650,133.44,,650,185.5
