Machine Name,Lloyd LRX ,P35-1,,,P35-2,,,P35-3,,,P35-4,,,P40-1,,,P40-2,,,P40-3,,,P40-4,,,P45-1,,,P45-2,,,P45-3,
,50 N load cell at RT with a crosshead speed of 100 mm min−1 according to ISO-37,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa
,,-0.9,0,,-7.1,-0.01,,-3.42,0,,-2.53,0,,-0.86,0,,-3.15,0.01,,-3.29,0,,-5.6,0,,-3.66,0,,-4.64,0,,-1.9,0
,,2707.65,0.23,,1958.85,0.11,,2272.33,0.16,,2322.05,0.33,,1451.8,0.41,,,,,1747.9,0.24,,1482.38,0.34,,1206.28,0.62,,1209.18,0.5,,1135.97,0.44
,,2710.99,0.23,,1961.29,0.11,,2275.14,0.16,,2324.92,0.33,,1453.6,0.41,,,,,1750.07,0.23,,1484.22,0.34,,1207.79,0.62,,1210.69,0.5,,1137.38,0.44
,,2714.34,0.23,,1963.72,0.11,,2277.95,0.16,,2327.79,0.33,,1455.4,0.41,,,,,1752.23,0.23,,1486.06,0.34,,1209.29,0.62,,1212.2,0.5,,1138.79,0.44
,,2717.68,0.23,,1966.15,0.11,,2280.76,0.16,,2330.65,0.33,,1457.2,0.41,,,,,1754.4,0.23,,1487.9,0.34,,1210.79,0.62,,1213.71,0.5,,1140.21,0.44
,,2721.02,0.23,,1968.59,0.11,,2283.57,0.16,,2333.52,0.33,,1459,0.41,,,,,1756.57,0.23,,1489.75,0.34,,1212.3,0.62,,1215.21,0.5,,1141.62,0.44
,,2724.37,0.23,,1971.02,0.11,,2286.38,0.16,,2336.39,0.33,,1460.81,0.41,,,,,1758.73,0.23,,1491.59,0.34,,1213.8,0.62,,1216.72,0.5,,1143.03,0.44
,,2727.71,0.23,,1973.45,0.11,,2289.19,0.16,,2339.26,0.33,,1462.61,0.41,,,,,1760.9,0.23,,1493.43,0.34,,1215.31,0.62,,1218.23,0.5,,1144.44,0.44
,,2731.05,0.23,,1975.88,0.11,,2292,0.16,,2342.13,0.33,,1464.41,0.41,,,,,1763.06,0.23,,1495.28,0.34,,1216.81,0.62,,1219.74,0.5,,1145.86,0.44
,,2734.39,0.23,,1978.31,0.11,,2294.81,0.16,,2345,0.33,,1466.22,0.41,,,,,1765.23,0.23,,1497.12,0.34,,1218.31,0.62,,1221.25,0.5,,1147.27,0.44
,,2737.73,0.23,,1980.74,0.11,,2297.62,0.16,,2347.87,0.33,,1468.02,0.41,,,,,1767.39,0.23,,1498.96,0.34,,1219.82,0.62,,1222.75,0.5,,1148.68,0.44
,,2741.07,0.23,,1983.17,0.11,,2300.43,0.16,,2350.74,0.33,,1469.83,0.41,,,,,1769.56,0.23,,1500.81,0.34,,1221.32,0.62,,1224.26,0.5,,1150.1,0.44
,,2744.41,0.23,,1985.6,0.11,,2303.24,0.16,,2353.61,0.33,,1471.63,0.41,,,,,1771.73,0.23,,1502.65,0.34,,1222.83,0.62,,1225.77,0.5,,1151.51,0.44
,,2747.75,0.23,,1988.02,0.1,,2306.05,0.16,,2356.48,0.33,,1473.43,0.41,,,,,1773.89,0.23,,1504.49,0.34,,1224.33,0.62,,1227.28,0.49,,1152.92,0.44
,,2751.08,0.23,,1990.45,0.1,,2308.86,0.16,,2359.31,0.33,,1475.24,0.41,,,,,1776.06,0.23,,1506.34,0.34,,1225.83,0.62,,1228.79,0.49,,1154.33,0.44
,,2754.42,0.23,,1992.88,0.1,,2311.66,0.16,,2362.12,0.33,,1477.04,0.41,,,,,1778.22,0.23,,1508.18,0.34,,1227.34,0.62,,1230.3,0.49,,1155.75,0.44
,,2757.76,0.23,,1995.31,0.1,,2314.47,0.16,,2364.99,0.32,,1478.85,0.41,,,,,1780.39,0.23,,1510.02,0.34,,1228.84,0.62,,1231.8,0.49,,1157.16,0.44
,,2761.1,0.23,,1997.73,0.1,,2317.28,0.16,,2367.85,0.32,,1480.65,0.41,,,,,1782.55,0.23,,1511.86,0.34,,1230.34,0.62,,1233.31,0.49,,1158.57,0.44
,,2764.44,0.23,,2000.16,0.1,,2320.09,0.16,,2370.72,0.32,,1482.46,0.41,,,,,1784.72,0.23,,1513.71,0.34,,1231.84,0.62,,1234.82,0.49,,1159.99,0.44
,,2767.78,0.23,,2002.59,0.1,,2322.9,0.16,,2373.59,0.32,,1484.26,0.41,,,,,1786.89,0.23,,1515.55,0.34,,1233.34,0.62,,1236.33,0.49,,1161.4,0.44
,,2771.06,0.23,,2005.02,0.1,,2325.71,0.16,,2376.45,0.32,,1486.06,0.41,,,,,1789.05,0.23,,1517.39,0.34,,1234.85,0.62,,1237.84,0.49,,1162.81,0.44
,,2774.38,0.23,,2007.44,0.1,,2328.52,0.16,,2379.32,0.32,,1487.87,0.41,,,,,1791.22,0.23,,1519.24,0.34,,1236.35,0.62,,1239.34,0.49,,1164.22,0.44
,,2777.72,0.23,,2009.87,0.1,,2331.33,0.16,,2382.19,0.32,,1489.67,0.41,,,,,1793.38,0.23,,1521.08,0.34,,1237.85,0.62,,1240.84,0.49,,1165.64,0.44
,,2781.06,0.23,,2012.3,0.1,,2334.14,0.16,,2385.05,0.32,,1491.47,0.41,,,,,1795.55,0.23,,1522.92,0.34,,1239.35,0.62,,1242.33,0.49,,1167.05,0.44
,,2784.4,0.23,,2014.73,0.1,,2336.94,0.16,,2387.92,0.32,,1493.27,0.41,,,,,1797.71,0.23,,1524.76,0.34,,1240.85,0.62,,1243.82,0.49,,1168.46,0.44
,,2787.74,0.23,,2017.15,0.1,,2339.75,0.16,,2390.78,0.32,,1495.07,0.41,,,,,1799.88,0.23,,1526.6,0.34,,1242.35,0.62,,1245.33,0.49,,1169.88,0.44
,,2791.07,0.23,,2019.58,0.1,,2342.56,0.16,,2393.65,0.32,,1496.87,0.41,,,,,1802.05,0.23,,1528.45,0.34,,1243.85,0.62,,1246.84,0.49,,1171.29,0.44
,,2794.41,0.23,,2022.01,0.1,,2345.37,0.16,,2396.52,0.32,,1498.67,0.41,,,,,1804.22,0.23,,1530.29,0.34,,1245.36,0.62,,1248.34,0.49,,1172.7,0.44
,,2797.75,0.23,,2024.44,0.1,,2348.18,0.16,,2399.38,0.32,,1500.47,0.41,,,,,1806.39,0.23,,1532.13,0.34,,1246.86,0.62,,1249.85,0.49,,1174.11,0.44
,,2801.09,0.23,,2026.86,0.1,,2350.99,0.16,,2402.25,0.32,,1502.26,0.41,,,,,1808.56,0.23,,1533.97,0.34,,1248.36,0.62,,1251.36,0.49,,1175.53,0.44
,,2804.43,0.23,,2029.29,0.1,,2353.8,0.16,,2405.12,0.32,,1504.06,0.41,,,,,1810.73,0.23,,1535.81,0.34,,1249.86,0.62,,1252.87,0.49,,1176.94,0.44
,,2807.76,0.23,,2031.72,0.1,,2356.61,0.16,,2407.98,0.32,,1505.86,0.41,,,,,1812.9,0.23,,1537.66,0.34,,1251.36,0.62,,1254.37,0.49,,1178.35,0.44
,,2811.1,0.23,,2034.15,0.1,,2359.41,0.16,,2410.85,0.32,,1507.66,0.41,,,,,1815.07,0.23,,1539.5,0.34,,1252.86,0.62,,1255.88,0.48,,1179.77,0.44
,,2814.44,0.23,,2036.57,0.1,,2362.22,0.16,,2413.72,0.32,,1509.46,0.41,,,,,1817.24,0.23,,1541.34,0.34,,1254.36,0.62,,1257.39,0.48,,1181.18,0.44
,,2817.78,0.23,,2039,0.1,,2365.03,0.16,,2416.58,0.32,,1511.26,0.41,,,,,1819.4,0.23,,1543.18,0.34,,1255.87,0.62,,1258.89,0.48,,1182.59,0.44
,,2821.12,0.23,,2041.43,0.1,,2367.84,0.16,,2419.45,0.32,,1513.06,0.41,,,,,1821.57,0.23,,1545.02,0.34,,1257.37,0.62,,1260.4,0.48,,1184,0.44
,,2824.45,0.23,,2043.86,0.1,,2370.65,0.16,,2422.32,0.32,,1514.86,0.41,,,,,1823.74,0.22,,1546.87,0.34,,1258.87,0.62,,1261.91,0.48,,1185.42,0.44
,,2827.79,0.23,,2046.28,0.1,,2373.46,0.16,,2425.3,0.32,,1516.65,0.41,,,,,1825.91,0.22,,1548.71,0.34,,1260.37,0.62,,1263.42,0.48,,1186.83,0.44
,,2831.13,0.23,,2048.71,0.1,,2376.27,0.16,,2428.17,0.32,,1518.45,0.41,,,,,1828.07,0.22,,1550.55,0.34,,1261.87,0.62,,1264.92,0.48,,1188.24,0.44
,,2834.47,0.23,,2051.14,0.1,,2379.08,0.16,,2431.04,0.32,,1520.25,0.41,,,,,1830.24,0.22,,1552.39,0.34,,1263.37,0.62,,1266.43,0.48,,1189.66,0.44
,,2837.81,0.23,,2053.57,0.1,,2381.89,0.16,,2433.91,0.32,,1522.05,0.41,,,,,1832.41,0.22,,1554.23,0.34,,1264.88,0.62,,1267.94,0.48,,1191.07,0.44
,,2841.14,0.23,,2055.99,0.1,,2384.69,0.16,,2436.78,0.32,,1523.85,0.41,,,,,1834.58,0.22,,1556.08,0.34,,1266.38,0.62,,1269.44,0.48,,1192.48,0.44
,,2844.48,0.22,,2058.42,0.1,,2387.5,0.16,,2439.64,0.32,,1525.65,0.41,,,,,1836.74,0.22,,1557.92,0.34,,1267.88,0.62,,1270.95,0.48,,1193.89,0.44
,,2847.82,0.22,,2060.85,0.1,,2390.31,0.15,,2442.51,0.32,,1527.44,0.41,,,,,1838.91,0.22,,1559.76,0.34,,1269.38,0.62,,1272.46,0.48,,1195.31,0.44
,,2851.16,0.22,,2063.28,0.1,,2393.12,0.15,,2445.38,0.32,,1529.24,0.41,,,,,1841.08,0.22,,1561.6,0.34,,1270.88,0.62,,1273.97,0.48,,1196.72,0.44
,,2854.49,0.22,,2065.7,0.1,,2395.93,0.15,,2448.25,0.32,,1531.04,0.4,,,,,1843.25,0.22,,1563.44,0.34,,1272.38,0.62,,1275.47,0.48,,1198.13,0.44
,,2857.83,0.22,,2068.13,0.1,,2398.74,0.15,,2451.12,0.32,,1532.84,0.4,,,,,1845.41,0.22,,1565.29,0.34,,1273.88,0.62,,1276.98,0.48,,1199.55,0.44
,,2861.17,0.22,,2070.56,0.1,,2401.55,0.15,,2453.98,0.32,,1534.64,0.4,,,,,1847.58,0.22,,1567.13,0.34,,1275.39,0.62,,1278.49,0.48,,1200.96,0.44
,,2864.51,0.22,,2072.99,0.1,,2404.36,0.15,,2456.85,0.32,,1536.44,0.4,,,,,1849.75,0.22,,1568.97,0.34,,1276.89,0.63,,1279.99,0.48,,1202.37,0.44
,,2867.85,0.22,,2075.42,0.1,,2407.16,0.15,,2459.71,0.32,,1538.23,0.4,,,,,1851.92,0.22,,1570.81,0.34,,1278.39,0.63,,1281.5,0.48,,1203.78,0.44
,,2871.2,0.22,,2077.84,0.1,,2409.97,0.15,,2462.58,0.32,,1540.03,0.4,,,,,1854.08,0.22,,1572.65,0.34,,1279.89,0.63,,1283.01,0.47,,1205.2,0.44
,,2874.54,0.22,,2080.27,0.1,,2412.78,0.15,,2465.45,0.32,,1541.83,0.4,,,,,1856.25,0.22,,1574.5,0.34,,1281.39,0.63,,1284.52,0.47,,1206.61,0.44
,,2877.88,0.22,,2082.7,0.1,,2415.59,0.15,,2468.31,0.31,,1543.63,0.4,,,,,1858.42,0.22,,1576.34,0.34,,1282.89,0.63,,1286.02,0.47,,1208.02,0.44
,,2881.23,0.22,,2085.13,0.1,,2418.4,0.15,,2471.18,0.31,,1545.43,0.4,,,,,1860.59,0.22,,1578.18,0.34,,1284.39,0.63,,1287.53,0.47,,1209.44,0.44
,,2884.57,0.22,,2087.55,0.1,,2421.21,0.15,,2474.05,0.31,,1547.23,0.4,,,,,1862.75,0.22,,1580.02,0.34,,1285.9,0.63,,1289.04,0.47,,1210.85,0.44
,,2887.91,0.22,,2089.97,0.1,,2424.02,0.15,,2476.91,0.31,,1549.02,0.4,,,,,1864.92,0.22,,1581.86,0.34,,1287.4,0.63,,1290.54,0.47,,1212.26,0.44
,,2891.25,0.22,,2092.4,0.1,,2426.83,0.15,,2479.78,0.31,,1550.82,0.4,,,,,1867.09,0.22,,1583.71,0.34,,1288.9,0.63,,1292.05,0.47,,1213.68,0.44
,,2894.59,0.22,,2094.82,0.1,,2429.64,0.15,,2482.65,0.31,,1552.62,0.4,,,,,1869.26,0.22,,1585.55,0.34,,1290.4,0.63,,1293.56,0.47,,1215.09,0.44
,,2897.92,0.22,,2097.24,0.1,,2432.44,0.15,,2485.51,0.31,,1554.42,0.4,,,,,1871.42,0.22,,1587.39,0.34,,1291.9,0.63,,1295.06,0.47,,1216.5,0.44
,,2901.26,0.22,,2099.66,0.1,,2435.25,0.15,,2488.38,0.31,,1556.22,0.4,,,,,1873.59,0.22,,1589.23,0.34,,1293.4,0.63,,1296.57,0.47,,1217.92,0.44
,,2904.6,0.22,,2102.09,0.1,,2438.06,0.15,,2491.25,0.31,,1558.02,0.4,,,,,1875.76,0.22,,1591.08,0.34,,1294.9,0.63,,1298.07,0.47,,1219.33,0.44
,,2907.94,0.22,,2104.51,0.1,,2440.87,0.15,,2494.11,0.31,,1559.81,0.4,,,,,1877.92,0.22,,1592.92,0.34,,1296.4,0.63,,1299.58,0.47,,1220.74,0.44
,,2911.28,0.22,,2106.93,0.1,,2443.68,0.15,,2496.98,0.31,,1561.61,0.4,,,,,1880.09,0.22,,1594.76,0.34,,1297.9,0.63,,1301.09,0.47,,1222.16,0.44
,,2914.62,0.22,,2109.35,0.1,,2446.49,0.15,,2499.85,0.31,,1563.41,0.4,,,,,1882.25,0.22,,1596.61,0.34,,1299.4,0.63,,1302.59,0.47,,1223.57,0.44
,,2917.96,0.22,,2111.78,0.1,,2449.3,0.15,,2502.71,0.31,,1565.21,0.4,,,,,1884.42,0.22,,1598.45,0.34,,1300.9,0.63,,1304.1,0.47,,1224.98,0.44
,,2921.29,0.22,,2114.2,0.1,,2452.11,0.15,,2505.58,0.31,,1567.01,0.4,,,,,1886.59,0.22,,1600.29,0.34,,1302.41,0.63,,1305.61,0.47,,1226.4,0.44
,,2924.63,0.22,,2116.62,0.1,,2454.91,0.15,,2508.44,0.31,,1568.81,0.4,,,,,1888.75,0.22,,1602.13,0.34,,1303.91,0.63,,1307.11,0.46,,1227.81,0.44
,,2927.97,0.22,,2119.04,0.1,,2457.72,0.15,,2511.31,0.31,,1570.61,0.4,,,,,1890.92,0.22,,1603.98,0.34,,1305.41,0.63,,1308.62,0.46,,1229.22,0.44
,,2931.31,0.22,,2121.47,0.1,,2460.53,0.15,,2514.18,0.31,,1572.41,0.4,,,,,1893.08,0.22,,1605.82,0.34,,1306.91,0.63,,1310.12,0.46,,1230.64,0.44
,,2934.65,0.22,,2123.9,0.1,,2463.34,0.15,,2517.04,0.31,,1574.21,0.4,,,,,1895.25,0.22,,1607.66,0.34,,1308.41,0.63,,1311.63,0.46,,1232.05,0.44
,,2937.99,0.22,,2126.32,0.1,,2466.15,0.15,,2519.91,0.31,,1576.01,0.4,,,,,1897.42,0.21,,1609.51,0.34,,1309.91,0.63,,1313.14,0.46,,1233.46,0.44
,,2941.32,0.22,,2128.75,0.1,,2468.96,0.15,,2522.78,0.31,,1577.81,0.4,,,,,1899.58,0.21,,1611.35,0.34,,1311.41,0.63,,1314.64,0.46,,1234.88,0.44
,,2944.66,0.22,,2131.18,0.1,,2471.77,0.15,,2525.66,0.31,,1579.61,0.4,,,,,1901.75,0.21,,1613.19,0.34,,1312.91,0.63,,1316.15,0.46,,1236.29,0.44
,,2948,0.22,,2133.6,0.1,,2474.58,0.15,,2528.53,0.31,,1581.41,0.4,,,,,1903.91,0.21,,1615.04,0.34,,1314.41,0.63,,1317.65,0.46,,1237.7,0.44
,,2951.34,0.22,,2136.03,0.1,,2477.39,0.15,,2531.4,0.31,,1583.21,0.4,,,,,1906.08,0.21,,1616.88,0.34,,1315.91,0.63,,1319.16,0.46,,1239.12,0.44
,,2954.68,0.22,,2138.46,0.1,,2480.19,0.15,,2534.28,0.31,,1585.01,0.4,,,,,1908.25,0.21,,1618.72,0.34,,1317.41,0.63,,1320.67,0.46,,1240.53,0.44
,,2958.02,0.22,,2140.89,0.1,,2483,0.15,,2537.15,0.31,,1586.81,0.4,,,,,1910.41,0.21,,1620.57,0.34,,1318.92,0.63,,1322.17,0.46,,1241.94,0.44
,,2961.36,0.22,,2143.31,0.1,,2485.81,0.15,,2540.02,0.31,,1588.61,0.4,,,,,1912.58,0.21,,1622.41,0.34,,1320.42,0.63,,1323.68,0.46,,1243.36,0.44
,,2964.7,0.22,,2145.74,0.1,,2488.62,0.15,,2542.9,0.31,,1590.41,0.4,,,,,1914.75,0.21,,1624.25,0.34,,1321.92,0.63,,1325.19,0.46,,1244.77,0.44
,,2968.05,0.22,,2148.17,0.1,,2491.43,0.15,,2545.77,0.31,,1592.21,0.4,,,,,1916.91,0.21,,1626.1,0.34,,1323.42,0.63,,1326.69,0.46,,1246.19,0.44
,,2971.39,0.22,,2150.6,0.1,,2494.24,0.15,,2548.64,0.31,,1594.01,0.4,,,,,1919.08,0.21,,1627.94,0.34,,1324.92,0.63,,1328.2,0.46,,1247.6,0.44
,,2974.73,0.22,,2153.02,0.09,,2497.05,0.15,,2551.52,0.31,,1595.81,0.4,,,,,1921.25,0.21,,1629.79,0.34,,1326.42,0.63,,1329.7,0.46,,1249.01,0.44
,,2978.07,0.22,,2155.45,0.09,,2499.86,0.15,,2554.39,0.31,,1597.61,0.4,,,,,1923.42,0.21,,1631.63,0.34,,1327.92,0.63,,1331.21,0.45,,1250.43,0.44
,,2981.41,0.22,,2157.88,0.09,,2502.66,0.15,,2557.27,0.3,,1599.42,0.4,,,,,1925.59,0.21,,1633.47,0.34,,1329.42,0.63,,1332.72,0.45,,1251.84,0.44
,,2984.75,0.22,,2160.31,0.09,,2505.47,0.15,,2560.14,0.3,,1601.22,0.4,,,,,1927.76,0.21,,1635.32,0.34,,1330.92,0.63,,1334.22,0.45,,1253.25,0.44
,,2988.09,0.22,,2162.73,0.09,,2508.28,0.15,,2563.01,0.3,,1603.02,0.4,,,,,1929.92,0.21,,1637.16,0.34,,1332.42,0.63,,1335.73,0.45,,1254.67,0.44
,,2991.44,0.22,,2165.16,0.09,,2511.09,0.15,,2565.88,0.3,,1604.82,0.4,,,,,1932.09,0.21,,1639,0.34,,1333.92,0.63,,1337.24,0.45,,1256.08,0.44
,,2994.78,0.22,,2167.59,0.09,,2513.9,0.15,,2568.75,0.3,,1606.62,0.4,,,,,1934.26,0.21,,1640.84,0.34,,1335.43,0.63,,1338.74,0.45,,1257.5,0.44
,,2998.12,0.22,,2170.01,0.09,,2516.71,0.15,,2571.62,0.3,,1608.42,0.4,,,,,1936.43,0.21,,1642.69,0.34,,1336.93,0.63,,1340.25,0.45,,1258.91,0.44
,,3001.46,0.22,,2172.44,0.09,,2519.52,0.14,,2574.49,0.3,,1610.23,0.4,,,,,1938.6,0.21,,1644.53,0.34,,1338.43,0.63,,1341.75,0.45,,1260.33,0.44
,,3004.8,0.22,,2174.87,0.09,,2522.33,0.14,,2577.36,0.3,,1612.03,0.4,,,,,1940.76,0.21,,1646.37,0.34,,1339.93,0.63,,1343.26,0.45,,1261.74,0.44
,,3008.14,0.22,,2177.3,0.09,,2525.14,0.14,,2580.23,0.3,,1613.83,0.39,,,,,1942.93,0.21,,1648.22,0.34,,1341.43,0.63,,1344.77,0.45,,1263.16,0.44
,,3011.48,0.22,,2179.72,0.09,,2527.94,0.14,,2583.1,0.3,,1615.63,0.39,,,,,1945.1,0.21,,1650.06,0.34,,1342.93,0.63,,1346.27,0.45,,1264.57,0.44
,,3014.82,0.22,,2182.15,0.09,,2530.75,0.14,,2585.97,0.3,,1617.43,0.39,,,,,1947.26,0.21,,1651.9,0.34,,1344.43,0.63,,1347.78,0.45,,1265.98,0.44
,,3018.16,0.22,,2184.58,0.09,,2533.55,0.14,,2588.84,0.3,,1619.23,0.39,,,,,1949.42,0.21,,1653.74,0.34,,1345.93,0.63,,1349.28,0.45,,1267.4,0.44
,,3021.5,0.22,,2187.01,0.09,,2536.36,0.14,,2591.72,0.3,,1621.04,0.39,,,,,1951.58,0.21,,1655.59,0.34,,1347.43,0.63,,1350.79,0.45,,1268.81,0.44
,,3024.84,0.22,,2189.43,0.09,,2539.16,0.14,,2594.59,0.3,,1622.84,0.39,,,,,1953.75,0.21,,1657.43,0.34,,1348.93,0.63,,1352.3,0.45,,1270.23,0.44
,,3028.18,0.22,,2191.86,0.09,,2541.97,0.14,,2597.46,0.3,,1624.64,0.39,,,,,1955.91,0.21,,1659.27,0.34,,1350.43,0.63,,1353.8,0.45,,1271.64,0.44
,,3031.52,0.22,,2194.29,0.09,,2544.77,0.14,,2600.33,0.3,,1626.44,0.39,,,,,1958.07,0.21,,1661.11,0.34,,1351.93,0.63,,1355.31,0.44,,1273.06,0.44
,,3034.87,0.22,,2196.71,0.09,,2547.58,0.14,,2603.2,0.3,,1628.24,0.39,,,,,1960.23,0.21,,1662.96,0.34,,1353.44,0.63,,1356.82,0.44,,1274.47,0.44
,,3038.21,0.22,,2199.14,0.09,,2550.38,0.14,,2606.07,0.3,,1630.05,0.39,,,,,1962.39,0.21,,1664.8,0.34,,1354.94,0.63,,1358.32,0.44,,1275.89,0.44
,,3041.55,0.22,,2201.57,0.09,,2553.19,0.14,,2608.94,0.3,,1631.85,0.39,,,,,1964.56,0.21,,1666.64,0.34,,1356.44,0.62,,1359.83,0.44,,1277.3,0.44
,,3044.89,0.22,,2204,0.09,,2555.99,0.14,,2611.81,0.3,,1633.65,0.39,,,,,1966.72,0.21,,1668.49,0.34,,1357.94,0.62,,1361.33,0.44,,1278.72,0.44
,,3048.22,0.22,,2206.42,0.09,,2558.8,0.14,,2614.68,0.3,,1635.46,0.39,,,,,1968.88,0.21,,1670.33,0.34,,1359.44,0.62,,1362.84,0.44,,1280.13,0.44
,,3051.56,0.22,,2208.85,0.09,,2561.6,0.14,,2617.55,0.3,,1637.26,0.39,,,,,1971.05,0.21,,1672.17,0.34,,1360.94,0.62,,1364.35,0.44,,1281.54,0.44
,,3054.89,0.22,,2211.28,0.09,,2564.41,0.14,,2620.42,0.3,,1639.06,0.39,,,,,1973.21,0.2,,1674.01,0.34,,1362.44,0.62,,1365.85,0.44,,1282.96,0.44
,,3058.23,0.22,,2213.71,0.09,,2567.21,0.14,,2623.29,0.3,,1640.87,0.39,,,,,1975.38,0.2,,1675.86,0.34,,1363.94,0.62,,1367.36,0.44,,1284.37,0.44
,,3061.56,0.22,,2216.13,0.09,,2570.02,0.14,,2626.16,0.3,,1642.67,0.39,,,,,1977.54,0.2,,1677.7,0.34,,1365.44,0.62,,1368.86,0.44,,1285.79,0.44
,,3064.9,0.22,,2218.56,0.09,,2572.83,0.14,,2629.03,0.3,,1644.47,0.39,,,,,1979.71,0.2,,1679.54,0.34,,1366.94,0.62,,1370.37,0.44,,1287.2,0.44
,,3068.24,0.21,,2220.99,0.09,,2575.63,0.14,,2631.9,0.3,,1646.28,0.39,,,,,1981.87,0.2,,1681.39,0.34,,1368.44,0.62,,1371.88,0.44,,1288.62,0.44
,,3071.58,0.21,,2223.42,0.09,,2578.44,0.14,,2634.77,0.3,,1648.08,0.39,,,,,1984.04,0.2,,1683.23,0.34,,1369.95,0.62,,1373.38,0.43,,1290.03,0.44
,,3074.91,0.21,,2225.84,0.09,,2581.25,0.14,,2637.64,0.3,,1649.89,0.39,,,,,1986.2,0.2,,1685.07,0.34,,1371.45,0.62,,1374.89,0.43,,1291.45,0.44
,,3078.25,0.21,,2228.27,0.09,,2584.05,0.14,,2640.51,0.3,,1651.69,0.39,,,,,1988.36,0.2,,1686.91,0.34,,1372.95,0.62,,1376.4,0.43,,1292.86,0.44
,,3081.59,0.21,,2230.7,0.09,,2586.86,0.14,,2643.38,0.29,,1653.49,0.39,,,,,1990.53,0.2,,1688.76,0.34,,1374.45,0.62,,1377.9,0.43,,1294.28,0.44
,,3084.93,0.21,,2233.12,0.09,,2589.67,0.14,,2646.25,0.29,,1655.3,0.39,,,,,1992.69,0.2,,1690.6,0.34,,1375.95,0.62,,1379.41,0.43,,1295.69,0.44
,,3088.26,0.21,,2235.55,0.09,,2592.48,0.14,,2649.11,0.29,,1657.1,0.39,,,,,1994.86,0.2,,1692.44,0.34,,1377.45,0.62,,1380.91,0.43,,1297.1,0.44
,,3091.6,0.21,,2237.98,0.09,,2595.28,0.14,,2651.98,0.29,,1658.9,0.39,,,,,1997.02,0.2,,1694.28,0.34,,1378.95,0.62,,1382.42,0.43,,1298.51,0.44
,,3094.94,0.21,,2240.41,0.09,,2598.09,0.14,,2654.85,0.29,,1660.71,0.39,,,,,1999.19,0.2,,1696.13,0.34,,1380.45,0.62,,1383.93,0.43,,1299.93,0.44
,,3098.28,0.21,,2242.83,0.09,,2600.9,0.14,,2657.72,0.29,,1662.51,0.39,,,,,2001.35,0.2,,1697.97,0.34,,1381.95,0.62,,1385.43,0.43,,1301.34,0.44
,,3101.62,0.21,,2245.26,0.09,,2603.71,0.14,,2660.59,0.29,,1664.31,0.39,,,,,2003.51,0.2,,1699.81,0.34,,1383.45,0.62,,1386.94,0.43,,1302.75,0.44
,,3104.95,0.21,,2247.69,0.09,,2606.52,0.14,,2663.46,0.29,,1666.11,0.39,,,,,2005.68,0.2,,1701.66,0.34,,1384.95,0.62,,1388.44,0.43,,1304.16,0.44
,,3108.29,0.21,,2250.12,0.09,,2609.33,0.14,,2666.32,0.29,,1667.91,0.39,,,,,2007.84,0.2,,1703.5,0.34,,1386.46,0.62,,1389.95,0.43,,1305.58,0.44
,,3111.63,0.21,,2252.54,0.09,,2612.15,0.14,,2669.19,0.29,,1669.71,0.39,,,,,2010.01,0.2,,1705.34,0.34,,1387.96,0.62,,1391.46,0.43,,1306.99,0.44
,,3114.97,0.21,,2254.97,0.09,,2614.96,0.14,,2672.06,0.29,,1671.51,0.39,,,,,2012.17,0.2,,1707.18,0.34,,1389.46,0.62,,1392.96,0.42,,1308.4,0.44
,,3118.3,0.21,,2257.4,0.09,,2617.78,0.14,,2674.93,0.29,,1673.31,0.39,,,,,2014.34,0.2,,1709.03,0.34,,1390.96,0.62,,1394.47,0.42,,1309.82,0.44
,,3121.64,0.21,,2259.82,0.09,,2620.59,0.14,,2677.8,0.29,,1675.11,0.39,,,,,2016.5,0.2,,1710.87,0.34,,1392.46,0.62,,1395.98,0.42,,1311.23,0.43
,,3124.98,0.21,,2262.25,0.09,,2623.41,0.14,,2680.67,0.29,,1676.92,0.39,,,,,2018.67,0.2,,1712.71,0.34,,1393.96,0.62,,1397.48,0.42,,1312.64,0.43
,,3128.32,0.21,,2264.68,0.09,,2626.22,0.14,,2683.54,0.29,,1678.72,0.39,,,,,2020.83,0.2,,1714.55,0.34,,1395.46,0.62,,1398.99,0.42,,1314.05,0.43
,,3131.66,0.21,,2267.1,0.09,,2629.03,0.14,,2686.4,0.29,,1680.52,0.39,,,,,2023,0.2,,1716.39,0.34,,1396.96,0.62,,1400.49,0.42,,1315.47,0.43
,,3135,0.21,,2269.53,0.09,,2631.84,0.14,,2689.27,0.29,,1682.32,0.39,,,,,2025.16,0.2,,1718.24,0.34,,1398.46,0.62,,1402,0.42,,1316.88,0.43
,,3138.33,0.21,,2271.95,0.09,,2634.65,0.14,,2692.14,0.29,,1684.12,0.38,,,,,2027.33,0.2,,1720.08,0.34,,1399.96,0.62,,1403.51,0.42,,1318.29,0.43
,,3141.67,0.21,,2274.38,0.09,,2637.46,0.13,,2695.01,0.29,,1685.92,0.38,,,,,2029.5,0.2,,1721.92,0.34,,1401.46,0.61,,1405.01,0.42,,1319.7,0.43
