Machine Name,Bruker Avance III HD 600 MHz,,P40 - C NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 4096 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,2.02,1722.59
,,,2.02,2329
,,,2.02,2160.67
,,,2.02,2140.33
,,,2.02,2891.88
,,,2.03,4180.14
,,,2.03,5471.66
,,,2.03,6336.5
,,,2.03,6550.95
,,,2.03,6182.5
,,,2.03,5424.19
,,,2.04,4441.84
,,,2.04,3461.47
,,,2.04,2753.26
,,,2.04,2407.89
,,,2.04,2150.56
,,,2.05,1561.5
,,,2.05,658.04
,,,2.05,-84.82
,,,2.05,-396.29
,,,2.05,-407.14
,,,2.06,-253.69
,,,2.06,116.59
,,,2.06,755.33
,,,2.06,1446.6
,,,2.06,1830.98
,,,2.06,1818.64
,,,2.07,1706.58
,,,2.07,2000.02
,,,2.07,2939.62
,,,2.07,4048.84
,,,2.07,4592.24
,,,2.08,4289.87
,,,2.08,3289.97
,,,2.08,2011.52
,,,2.08,948.91
,,,2.08,266.66
,,,2.08,-109.57
,,,2.09,-271.74
,,,2.09,-522.55
,,,2.09,-1201.37
,,,2.09,-2201.44
,,,2.09,-3178.53
,,,2.1,-4087.94
,,,2.1,-4984.15
,,,2.1,-5540.78
,,,2.1,-5372.4
,,,2.1,-4682.4
,,,2.1,-4246.05
,,,2.11,-4710.67
,,,2.11,-5840.13
,,,2.11,-6703.22
,,,2.11,-6704.35
,,,2.11,-6034.48
,,,2.12,-5240.02
,,,2.12,-4604.24
,,,2.12,-4003.64
,,,2.12,-3420.02
,,,2.12,-2977.54
,,,2.12,-2588.08
,,,2.13,-2301.81
,,,2.13,-2144.51
,,,2.13,-1603.51
,,,2.13,-502.04
,,,2.13,637.94
,,,2.14,1613.53
,,,2.14,2544.05
,,,2.14,3345.05
,,,2.14,3993.32
,,,2.14,4664.87
,,,2.14,5443.22
,,,2.15,6007.77
,,,2.15,5961.46
,,,2.15,5508.08
,,,2.15,4918.02
,,,2.15,4041.14
,,,2.16,3124.8
,,,2.16,2600.3
,,,2.16,2240.67
,,,2.16,1793.16
,,,2.16,1328.36
,,,2.16,828.5
,,,2.17,545.69
,,,2.17,886.33
,,,2.17,1601.36
,,,2.17,2187.99
,,,2.17,2601.23
,,,2.18,2818.36
,,,2.18,2616.98
,,,2.18,2107.19
,,,2.18,1589.67
,,,2.18,1099.66
,,,2.18,810.35
,,,2.19,1120.4
,,,2.19,1901.74
,,,2.19,2646.24
,,,2.19,3255.92
,,,2.19,3816.3
,,,2.2,4155.13
,,,2.2,4174.14
,,,2.2,4021.5
,,,2.2,3889.4
,,,2.2,4020.15
,,,2.2,4501.91
,,,2.21,4952.32
,,,2.21,4995.94
,,,2.21,4783.1
,,,2.21,4556.54
,,,2.21,4329.31
,,,2.22,4165.77
,,,2.22,4147.76
,,,2.22,4216.25
,,,2.22,4293.6
,,,2.22,4270.91
,,,2.22,4041.22
,,,2.23,3711.37
,,,2.23,3475.42
,,,2.23,3281.41
,,,2.23,2893.83
,,,2.23,2346.67
,,,2.24,2005.11
,,,2.24,1932.23
,,,2.24,1795.93
,,,2.24,1647.36
,,,2.24,1903.09
,,,2.24,2509.63
,,,2.25,2823.83
,,,2.25,2139.43
,,,2.25,407.89
,,,2.25,-1304.82
,,,2.25,-1879.23
,,,2.26,-1539.55
,,,2.26,-1174.11
,,,2.26,-1021.2
,,,2.26,-897.2
,,,2.26,-880.41
,,,2.26,-1279.52
,,,2.27,-2170.24
,,,2.27,-3046.71
,,,2.27,-3235.02
,,,2.27,-2722.22
,,,2.27,-2242.31
,,,2.28,-2490.68
,,,2.28,-3476.09
,,,2.28,-4787.82
,,,2.28,-6014.68
,,,2.28,-6663.19
,,,2.28,-6477.35
,,,2.29,-5629.89
,,,2.29,-4055.5
,,,2.29,-1771.52
,,,2.29,395.45
,,,2.29,1839.31
,,,2.3,2799.9
,,,2.3,3433.34
,,,2.3,3686.21
,,,2.3,3599.61
,,,2.3,2922.45
,,,2.3,1226.78
,,,2.31,-1382.05
,,,2.31,-4010.08
,,,2.31,-5673.66
,,,2.31,-6254.77
,,,2.31,-6197.2
,,,2.32,-5775.13
,,,2.32,-5433.06
,,,2.32,-5764.32
,,,2.32,-6581.14
,,,2.32,-6879.59
,,,2.32,-5965.97
,,,2.33,-4361.58
,,,2.33,-3253.54
,,,2.33,-3046.15
,,,2.33,-3254.34
,,,2.33,-3569.18
,,,2.34,-3935.88
,,,2.34,-4045.68
,,,2.34,-3526.38
,,,2.34,-2285.93
,,,2.34,-642.88
,,,2.35,604.77
,,,2.35,732.3
,,,2.35,-30.11
,,,2.35,-815.1
,,,2.35,-1265.84
,,,2.35,-1538.79
,,,2.36,-1668.02
,,,2.36,-1767.5
,,,2.36,-2064.4
,,,2.36,-2381.37
,,,2.36,-2428.6
,,,2.37,-2348.37
,,,2.37,-2346.82
,,,2.37,-2164.77
,,,2.37,-1277.22
,,,2.37,263.46
,,,2.37,1500.64
,,,2.38,1699.72
,,,2.38,1193.72
,,,2.38,570.8
,,,2.38,50.24
,,,2.38,-223.47
,,,2.39,-265.82
,,,2.39,-337.27
,,,2.39,-454.43
,,,2.39,-294.15
,,,2.39,271.07
,,,2.39,928.55
,,,2.4,1388.24
,,,2.4,1667.23
,,,2.4,1601.31
,,,2.4,849.04
,,,2.4,-369.87
,,,2.41,-1439.12
,,,2.41,-2010.36
,,,2.41,-1999.38
,,,2.41,-1607.98
,,,2.41,-1278.7
,,,2.41,-1180.7
,,,2.42,-1193.05
,,,2.42,-1228.55
,,,2.42,-1233.12
,,,2.42,-1284.04
,,,2.42,-1550.98
,,,2.43,-2011.14
,,,2.43,-2628.76
,,,2.43,-3490.2
,,,2.43,-4395.57
,,,2.43,-4879.84
,,,2.43,-4785.47
,,,2.44,-4278.35
,,,2.44,-3388.73
,,,2.44,-2101.3
,,,2.44,-729.48
,,,2.44,265.7
,,,2.45,648.74
,,,2.45,519
,,,2.45,200.63
,,,2.45,-140.77
,,,2.45,-592.21
,,,2.45,-1121.4
,,,2.46,-1548.98
,,,2.46,-1614.85
,,,2.46,-972.3
,,,2.46,254.69
,,,2.46,1390.79
,,,2.47,2019.53
,,,2.47,2023.8
,,,2.47,1228.69
,,,2.47,-163.78
,,,2.47,-1475.88
,,,2.47,-2299.57
,,,2.48,-2822.56
,,,2.48,-3227.42
,,,2.48,-3192.56
,,,2.48,-2437.5
,,,2.48,-1252.19
,,,2.49,-82.05
,,,2.49,691.56
,,,2.49,809.57
,,,2.49,641.58
,,,2.49,829.32
,,,2.49,1415.06
,,,2.5,2011.35
,,,2.5,2137.02
,,,2.5,1354.32
,,,2.5,-164.43
,,,2.5,-1620.04
,,,2.51,-2291.11
,,,2.51,-1958.44
,,,2.51,-943.29
,,,2.51,248.25
,,,2.51,1235.49
,,,2.51,1594.6
,,,2.52,1140.52
,,,2.52,423.32
,,,2.52,98.67
,,,2.52,12.62
,,,2.52,-500.36
,,,2.53,-1607.9
,,,2.53,-2723.34
,,,2.53,-3289.18
,,,2.53,-3322.65
,,,2.53,-3051.63
,,,2.53,-2457.81
,,,2.54,-1427.34
,,,2.54,-308.31
,,,2.54,236.23
,,,2.54,243.35
,,,2.54,361.69
,,,2.55,632.75
,,,2.55,575.38
,,,2.55,234.08
,,,2.55,136.19
,,,2.55,495.72
,,,2.55,1043.22
,,,2.56,1561.14
,,,2.56,2028.28
,,,2.56,2195.69
,,,2.56,1826.97
,,,2.56,1158.33
,,,2.57,404.29
,,,2.57,-442.2
,,,2.57,-1107.14
,,,2.57,-1396.13
,,,2.57,-1609.52
,,,2.57,-1749.34
,,,2.58,-1356.71
,,,2.58,-534.75
,,,2.58,135.42
,,,2.58,479.67
,,,2.58,463.97
,,,2.59,-78.7
,,,2.59,-837.94
,,,2.59,-1213.91
,,,2.59,-1149.28
,,,2.59,-1094.82
,,,2.59,-1456.49
,,,2.6,-2222.18
,,,2.6,-2962.85
,,,2.6,-3248.54
,,,2.6,-3013.81
,,,2.6,-2620.33
,,,2.61,-2390.96
,,,2.61,-1947.58
,,,2.61,-743.88
,,,2.61,969.93
,,,2.61,2640.41
,,,2.61,4058.32
,,,2.62,4956.52
,,,2.62,5042.97
,,,2.62,4505.11
,,,2.62,3716
,,,2.62,2810.46
,,,2.63,2009.07
,,,2.63,1776.25
,,,2.63,2259.57
,,,2.63,3029.82
,,,2.63,3494.1
,,,2.64,3330.82
,,,2.64,2751.79
,,,2.64,2200.03
,,,2.64,1616.5
,,,2.64,712.84
,,,2.64,-283.3
,,,2.65,-1123.44
,,,2.65,-2025.09
,,,2.65,-2964.68
,,,2.65,-3490.03
,,,2.65,-3470.91
,,,2.66,-3191.86
,,,2.66,-2939.01
,,,2.66,-2959.2
,,,2.66,-3195.54
,,,2.66,-3082.39
,,,2.66,-2406.93
,,,2.67,-1788.24
,,,2.67,-1671.25
,,,2.67,-1781.44
,,,2.67,-1761.04
,,,2.67,-1619.3
,,,2.68,-1739.97
,,,2.68,-2538.32
,,,2.68,-3847.68
,,,2.68,-4935.88
,,,2.68,-5180.02
,,,2.68,-4517.11
,,,2.69,-3382.6
,,,2.69,-2282.88
,,,2.69,-1395.76
,,,2.69,-663.57
,,,2.69,-203.88
,,,2.7,-200.57
,,,2.7,-313.88
,,,2.7,-79.82
,,,2.7,159.65
,,,2.7,-16.51
,,,2.7,-116.8
,,,2.71,292.74
,,,2.71,788.03
,,,2.71,923.43
,,,2.71,808.29
,,,2.71,773.34
,,,2.72,943.84
,,,2.72,1156.39
,,,2.72,1288.16
,,,2.72,1280.27
,,,2.72,908.15
,,,2.72,198.86
,,,2.73,-427.15
,,,2.73,-864.62
,,,2.73,-1250.58
,,,2.73,-1319.67
,,,2.73,-822.46
,,,2.74,-31.96
,,,2.74,706.19
,,,2.74,1251.59
,,,2.74,1551.51
,,,2.74,1657.62
,,,2.74,1507.42
,,,2.75,842.49
,,,2.75,-322.99
,,,2.75,-1591.42
,,,2.75,-2526.66
,,,2.75,-2807.86
,,,2.76,-2301.01
,,,2.76,-1045.29
,,,2.76,686.63
,,,2.76,2156.71
,,,2.76,2703.11
,,,2.76,2501.46
,,,2.77,1999.1
,,,2.77,1286.85
,,,2.77,498.81
,,,2.77,-144.08
,,,2.77,-501.4
,,,2.78,-322.78
,,,2.78,270.98
,,,2.78,618.02
,,,2.78,602.59
,,,2.78,785.12
,,,2.78,1342.93
,,,2.79,1901.93
,,,2.79,1975.55
,,,2.79,1285.82
,,,2.79,49.07
,,,2.79,-1327.43
,,,2.8,-2567.19
,,,2.8,-3266.33
,,,2.8,-3211.09
,,,2.8,-2953.58
,,,2.8,-3142.35
,,,2.8,-3591.53
,,,2.81,-3773.16
,,,2.81,-3719.86
,,,2.81,-3629.53
,,,2.81,-3234.57
,,,2.81,-2381.42
,,,2.82,-1453.52
,,,2.82,-831.08
,,,2.82,-623.87
,,,2.82,-747.97
,,,2.82,-955.44
,,,2.82,-1038.91
,,,2.83,-952.01
,,,2.83,-856.55
,,,2.83,-993.11
,,,2.83,-1310.21
,,,2.83,-1744.96
,,,2.84,-2453.47
,,,2.84,-3023.8
,,,2.84,-2556.91
,,,2.84,-1014.3
,,,2.84,589.17
,,,2.84,1410.68
,,,2.85,1470.18
,,,2.85,1122.47
,,,2.85,615.36
,,,2.85,267.01
,,,2.85,158.65
,,,2.86,15.99
,,,2.86,-57.44
,,,2.86,142.29
,,,2.86,302.62
,,,2.86,324.79
,,,2.86,392.02
,,,2.87,179.42
,,,2.87,-692.58
,,,2.87,-1917.96
,,,2.87,-2581.33
,,,2.87,-1738.89
,,,2.88,576.02
,,,2.88,3321.68
,,,2.88,5647.44
,,,2.88,7215.7
,,,2.88,7847.23
,,,2.88,7736.84
,,,2.89,7300.19
,,,2.89,6653.96
,,,2.89,5884.58
,,,2.89,5254.61
,,,2.89,4688.46
,,,2.9,3868.88
,,,2.9,2826.19
,,,2.9,1737.1
,,,2.9,712.69
,,,2.9,36.78
,,,2.9,-187.78
,,,2.91,-291.22
,,,2.91,-440.24
,,,2.91,-509.83
,,,2.91,-561.7
,,,2.91,-706.84
,,,2.92,-649.66
,,,2.92,-75.45
,,,2.92,560.28
,,,2.92,528.5
,,,2.92,-42.59
,,,2.93,-619.2
,,,2.93,-1170.61
,,,2.93,-1716.85
,,,2.93,-1994.47
,,,2.93,-1961.32
,,,2.93,-1983.82
,,,2.94,-2504.61
,,,2.94,-3393.17
,,,2.94,-3860.52
,,,2.94,-3509.95
,,,2.94,-2669.78
,,,2.95,-1613.4
,,,2.95,-501.67
,,,2.95,479.68
,,,2.95,1406.91
,,,2.95,2210.83
,,,2.95,2544.22
,,,2.96,2603.98
,,,2.96,2921.37
,,,2.96,3469.87
,,,2.96,4009.06
,,,2.96,4524.01
,,,2.97,4779.13
,,,2.97,4366.19
,,,2.97,3321.68
,,,2.97,2147.93
,,,2.97,1279.46
,,,2.97,680.95
,,,2.98,67.64
,,,2.98,-543.15
,,,2.98,-924.79
,,,2.98,-1086.39
,,,2.98,-1178.31
,,,2.99,-1373.26
,,,2.99,-1794.76
,,,2.99,-2003.85
,,,2.99,-1308.7
,,,2.99,62.58
,,,2.99,1270.24
,,,3,2057.25
,,,3,2510.62
,,,3,2469.99
,,,3,1923.93
,,,3,1298.91
,,,3.01,1073.98
,,,3.01,1251.94
,,,3.01,1383.86
,,,3.01,1172.78
,,,3.01,530.55
,,,3.01,-602.09
,,,3.02,-1742.87
,,,3.02,-2115.7
,,,3.02,-1793.86
,,,3.02,-1538.67
,,,3.02,-1699.46
,,,3.03,-1965.22
,,,3.03,-1978.18
,,,3.03,-1906.99
,,,3.03,-2168.62
,,,3.03,-2793
,,,3.03,-3455.61
,,,3.04,-3785.68
,,,3.04,-3711.02
,,,3.04,-3700.3
,,,3.04,-4116.54
,,,3.04,-4651.43
,,,3.05,-4827.4
,,,3.05,-4428.19
,,,3.05,-3561.3
,,,3.05,-2646.09
,,,3.05,-1977.48
,,,3.05,-1525.9
,,,3.06,-1214.25
,,,3.06,-963.14
,,,3.06,-767.16
,,,3.06,-736.36
,,,3.06,-700.18
,,,3.07,-186.47
,,,3.07,1022.7
,,,3.07,2632.05
,,,3.07,4052.04
,,,3.07,4750.13
,,,3.07,4445.32
,,,3.08,3182.72
,,,3.08,1505.98
,,,3.08,259.49
,,,3.08,-149.23
,,,3.08,52.49
,,,3.09,615.78
,,,3.09,1481.05
,,,3.09,2362.4
,,,3.09,2791.47
,,,3.09,2624.08
,,,3.09,2043.35
,,,3.1,1235.85
,,,3.1,398.13
,,,3.1,-251.67
,,,3.1,-619.56
,,,3.1,-675.07
,,,3.11,-440.7
,,,3.11,-137.32
,,,3.11,-30.01
,,,3.11,-224.05
,,,3.11,-681.69
,,,3.11,-1103.25
,,,3.12,-1030.43
,,,3.12,-430.5
,,,3.12,219.29
,,,3.12,586.43
,,,3.12,847.92
,,,3.13,1369.96
,,,3.13,2300.1
,,,3.13,3572.02
,,,3.13,4972.77
,,,3.13,6041.82
,,,3.13,6396.69
,,,3.14,6176.02
,,,3.14,5841.18
,,,3.14,5798.78
,,,3.14,6019.74
,,,3.14,5892.56
,,,3.15,5039.05
,,,3.15,3759.66
,,,3.15,2352.56
,,,3.15,1074.77
,,,3.15,363.6
,,,3.15,290.15
,,,3.16,640.85
,,,3.16,1275
,,,3.16,1721.8
,,,3.16,1427.04
,,,3.16,512.02
,,,3.17,-492.87
,,,3.17,-1287.46
,,,3.17,-1921.67
,,,3.17,-2616.03
,,,3.17,-3517.17
,,,3.17,-4630.75
,,,3.18,-5820.44
,,,3.18,-6656.04
,,,3.18,-6564.4
,,,3.18,-5515.33
,,,3.18,-4301.03
,,,3.19,-3562.1
,,,3.19,-2928.95
,,,3.19,-1921.96
,,,3.19,-938.07
,,,3.19,-455.8
,,,3.19,-195.16
,,,3.2,237.91
,,,3.2,617.77
,,,3.2,446.92
,,,3.2,-319.55
,,,3.2,-1183.44
,,,3.21,-1722.58
,,,3.21,-2040.84
,,,3.21,-2297.48
,,,3.21,-2151.41
,,,3.21,-1343.99
,,,3.22,-292.13
,,,3.22,548.42
,,,3.22,1072.33
,,,3.22,1204.13
,,,3.22,1097.19
,,,3.22,1048.94
,,,3.23,924.55
,,,3.23,622.62
,,,3.23,591.83
,,,3.23,1111.05
,,,3.23,1821.11
,,,3.24,2226.66
,,,3.24,2105.29
,,,3.24,1409.09
,,,3.24,264.41
,,,3.24,-754.46
,,,3.24,-1039.32
,,,3.25,-792.55
,,,3.25,-709.04
,,,3.25,-1031.17
,,,3.25,-1362.4
,,,3.25,-1144.57
,,,3.26,-363.69
,,,3.26,442.56
,,,3.26,880.03
,,,3.26,613.26
,,,3.26,-705.13
,,,3.26,-2587.45
,,,3.27,-3934.7
,,,3.27,-4252.99
,,,3.27,-3754.68
,,,3.27,-2847.88
,,,3.27,-2055.83
,,,3.28,-1787.58
,,,3.28,-1906.05
,,,3.28,-2080.95
,,,3.28,-2451.63
,,,3.28,-2945.39
,,,3.28,-2769.88
,,,3.29,-1802.87
,,,3.29,-779.66
,,,3.29,235.53
,,,3.29,1486.85
,,,3.29,2603.31
,,,3.3,3264.5
,,,3.3,3441.7
,,,3.3,3204.59
,,,3.3,2896.79
,,,3.3,2792.08
,,,3.3,2919.45
,,,3.31,3244.57
,,,3.31,3562.51
,,,3.31,3750.99
,,,3.31,3903.54
,,,3.31,3987.8
,,,3.32,3922.22
,,,3.32,3612.2
,,,3.32,2922.9
,,,3.32,2050.7
,,,3.32,1394.53
,,,3.32,1088.81
,,,3.33,861.71
,,,3.33,212.32
,,,3.33,-760.14
,,,3.33,-1211.15
,,,3.33,-1009.48
,,,3.34,-1188.86
,,,3.34,-2401.29
,,,3.34,-3912.77
,,,3.34,-4559.93
,,,3.34,-4309.71
,,,3.34,-4101.1
,,,3.35,-4330.75
,,,3.35,-4677.92
,,,3.35,-4973.23
,,,3.35,-5164.45
,,,3.35,-5036.97
,,,3.36,-4431.7
,,,3.36,-3323.64
,,,3.36,-1798.73
,,,3.36,-185.91
,,,3.36,928.58
,,,3.36,993.54
,,,3.37,-56.19
,,,3.37,-1697.97
,,,3.37,-3230.54
,,,3.37,-4127.37
,,,3.37,-4166.03
,,,3.38,-3537.07
,,,3.38,-2611.17
,,,3.38,-1583.26
,,,3.38,-649.05
,,,3.38,-81.06
,,,3.38,107.98
,,,3.39,32.22
,,,3.39,-303.74
,,,3.39,-810.51
,,,3.39,-1357.54
,,,3.39,-1947.93
,,,3.4,-2735.13
,,,3.4,-3912.35
,,,3.4,-5209.45
,,,3.4,-5979.8
,,,3.4,-6100.27
,,,3.4,-5911.64
,,,3.41,-5572.16
,,,3.41,-5128.29
,,,3.41,-4649.45
,,,3.41,-4172.27
,,,3.41,-3629.74
,,,3.42,-2909.41
,,,3.42,-2336.79
,,,3.42,-2347.99
,,,3.42,-2499.19
,,,3.42,-2086.87
,,,3.42,-1323.38
,,,3.43,-883.17
,,,3.43,-1022.5
,,,3.43,-1499.66
,,,3.43,-1822.44
,,,3.43,-1569.52
,,,3.44,-811.96
,,,3.44,-145.51
,,,3.44,96.79
,,,3.44,231.18
,,,3.44,417.18
,,,3.44,430.27
,,,3.45,325.51
,,,3.45,419.73
,,,3.45,903.83
,,,3.45,1642.13
,,,3.45,2149.53
,,,3.46,2177.6
,,,3.46,1910.9
,,,3.46,1227.89
,,,3.46,-249.12
,,,3.46,-2228.29
,,,3.46,-3745.52
,,,3.47,-4130.77
,,,3.47,-3575.92
,,,3.47,-2889.24
,,,3.47,-2922.63
,,,3.47,-3837.35
,,,3.48,-4743.97
,,,3.48,-4574.55
,,,3.48,-3193.14
,,,3.48,-1240.37
,,,3.48,644.44
,,,3.48,2009.16
,,,3.49,2455.3
,,,3.49,2103.91
,,,3.49,1847.15
,,,3.49,2109.08
,,,3.49,2255.76
,,,3.5,2034.8
,,,3.5,1909.63
,,,3.5,1970.06
,,,3.5,2136.38
,,,3.5,2448.03
,,,3.51,2554.47
,,,3.51,2265.36
,,,3.51,2006.08
,,,3.51,1895.38
,,,3.51,1606.35
,,,3.51,1220.95
,,,3.52,1044.1
,,,3.52,967.55
,,,3.52,735.86
,,,3.52,266.39
,,,3.52,-359.19
,,,3.53,-693.95
,,,3.53,-384.42
,,,3.53,8.77
,,,3.53,-237.85
,,,3.53,-931.42
,,,3.53,-1521.37
,,,3.54,-1721.94
,,,3.54,-1437.96
,,,3.54,-949.79
,,,3.54,-619.88
,,,3.54,-276.03
,,,3.55,339.62
,,,3.55,1033.05
,,,3.55,1553.88
,,,3.55,1839.54
,,,3.55,1824.5
,,,3.55,1503.5
,,,3.56,1062.91
,,,3.56,837.26
,,,3.56,1183.44
,,,3.56,2029.83
,,,3.56,2525.6
,,,3.57,1860.32
,,,3.57,422.92
,,,3.57,-706.38
,,,3.57,-1161.89
,,,3.57,-1287.01
,,,3.57,-1256.02
,,,3.58,-1121.67
,,,3.58,-1264.74
,,,3.58,-2091.29
,,,3.58,-3407
,,,3.58,-4323.79
,,,3.59,-3953.37
,,,3.59,-2346
,,,3.59,-504
,,,3.59,591.54
,,,3.59,641.6
,,,3.59,39.93
,,,3.6,-423.47
,,,3.6,-399.19
,,,3.6,-348.83
,,,3.6,-535.5
,,,3.6,-715.96
,,,3.61,-1057.81
,,,3.61,-1722.37
,,,3.61,-2134.09
,,,3.61,-2075.59
,,,3.61,-2065.87
,,,3.61,-2116.18
,,,3.62,-1661.78
,,,3.62,-491.41
,,,3.62,993.72
,,,3.62,2089.52
,,,3.62,2422.59
,,,3.63,2164.8
,,,3.63,1702.98
,,,3.63,1643.62
,,,3.63,2290.47
,,,3.63,2868.75
,,,3.63,2588.98
,,,3.64,1892.13
,,,3.64,1532.32
,,,3.64,1436.82
,,,3.64,1027.02
,,,3.64,23.75
,,,3.65,-1291.07
,,,3.65,-2587.67
,,,3.65,-3873.17
,,,3.65,-4947.25
,,,3.65,-5162.22
,,,3.65,-4359.25
,,,3.66,-3286.5
,,,3.66,-2555.2
,,,3.66,-2044.18
,,,3.66,-1637.93
,,,3.66,-1552.1
,,,3.67,-1759.49
,,,3.67,-1848.49
,,,3.67,-1536.97
,,,3.67,-1068.46
,,,3.67,-1022.94
,,,3.67,-1669.97
,,,3.68,-2621.24
,,,3.68,-3252.11
,,,3.68,-3309.04
,,,3.68,-2899.95
,,,3.68,-2220.9
,,,3.69,-1648.97
,,,3.69,-1500.13
,,,3.69,-1538.42
,,,3.69,-1400.56
,,,3.69,-1003.66
,,,3.69,-303.77
,,,3.7,375.52
,,,3.7,325.08
,,,3.7,-529
,,,3.7,-1496.96
,,,3.7,-2020.31
,,,3.71,-2100.05
,,,3.71,-2038.08
,,,3.71,-1871.53
,,,3.71,-1420.22
,,,3.71,-912.29
,,,3.71,-798.48
,,,3.72,-1222.01
,,,3.72,-2049.92
,,,3.72,-2772.12
,,,3.72,-2599.48
,,,3.72,-1363.07
,,,3.73,107.6
,,,3.73,983.3
,,,3.73,1402.22
,,,3.73,1980.14
,,,3.73,2841.82
,,,3.73,3727.85
,,,3.74,4422.6
,,,3.74,4531.72
,,,3.74,3609.7
,,,3.74,1932.19
,,,3.74,431.72
,,,3.75,-295.5
,,,3.75,-331.06
,,,3.75,-80.32
,,,3.75,-1.01
,,,3.75,-136.58
,,,3.75,-110.92
,,,3.76,32.9
,,,3.76,-71.23
,,,3.76,-325.45
,,,3.76,-497.08
,,,3.76,-701.13
,,,3.77,-1079
,,,3.77,-1538.04
,,,3.77,-1877.18
,,,3.77,-2080.46
,,,3.77,-2251.19
,,,3.77,-2291.68
,,,3.78,-2178.4
,,,3.78,-2083.99
,,,3.78,-1971.19
,,,3.78,-1725.07
,,,3.78,-1287.41
,,,3.79,-623.64
,,,3.79,-217.28
,,,3.79,-693.05
,,,3.79,-1695.85
,,,3.79,-2373.37
,,,3.79,-2585.53
,,,3.8,-2699.61
,,,3.8,-2780.9
,,,3.8,-2619.41
,,,3.8,-2255.97
,,,3.8,-1979.98
,,,3.81,-1904.02
,,,3.81,-1960.09
,,,3.81,-2071.88
,,,3.81,-2023.23
,,,3.81,-1623.17
,,,3.82,-1110.99
,,,3.82,-833.61
,,,3.82,-757.36
,,,3.82,-805.53
,,,3.82,-1014.67
,,,3.82,-1151.5
,,,3.83,-1022.62
,,,3.83,-820.29
,,,3.83,-652.54
,,,3.83,-520.36
,,,3.83,-685.3
,,,3.84,-1362.61
,,,3.84,-2391.98
,,,3.84,-3358.06
,,,3.84,-3825.6
,,,3.84,-3762.72
,,,3.84,-3745.25
,,,3.85,-4228.36
,,,3.85,-4747.84
,,,3.85,-4683.76
,,,3.85,-4384.8
,,,3.85,-4368.96
,,,3.86,-4405.36
,,,3.86,-4296.73
,,,3.86,-4222.88
,,,3.86,-4195.41
,,,3.86,-4053.42
,,,3.86,-3615.81
,,,3.87,-2908.96
,,,3.87,-2315.82
,,,3.87,-2054.19
,,,3.87,-2006.82
,,,3.87,-2064.81
,,,3.88,-2164.94
,,,3.88,-2299.26
,,,3.88,-2389.57
,,,3.88,-2289.58
,,,3.88,-2190.82
,,,3.88,-2279.93
,,,3.89,-2221.64
,,,3.89,-1664.87
,,,3.89,-710.33
,,,3.89,263.95
,,,3.89,1099.66
,,,3.9,2007.79
,,,3.9,2787.84
,,,3.9,2904.91
,,,3.9,2690.44
,,,3.9,2893.11
,,,3.9,3433.8
,,,3.91,3802.9
,,,3.91,3788.33
,,,3.91,3418.59
,,,3.91,2898.92
,,,3.91,2595.27
,,,3.92,2822.9
,,,3.92,3593.23
,,,3.92,4503.84
,,,3.92,4858.92
,,,3.92,4143.63
,,,3.92,2623.44
,,,3.93,1058.38
,,,3.93,-184.41
,,,3.93,-1067.24
,,,3.93,-1438.15
,,,3.93,-1284.58
,,,3.94,-763.81
,,,3.94,123.01
,,,3.94,1282.97
,,,3.94,2254.42
,,,3.94,2693.3
,,,3.94,2766.51
,,,3.95,2662.02
,,,3.95,2315.49
,,,3.95,1950.8
,,,3.95,1958.12
,,,3.95,2114.45
,,,3.96,1909.97
,,,3.96,1383.72
,,,3.96,878.74
,,,3.96,499.42
,,,3.96,200.99
,,,3.96,-79.82
,,,3.97,-253.76
,,,3.97,221.12
,,,3.97,1757.51
,,,3.97,3812.5
,,,3.97,5474.51
,,,3.98,6329.62
,,,3.98,6299.71
,,,3.98,5458.61
,,,3.98,4154.27
,,,3.98,2978.8
,,,3.98,2494.97
,,,3.99,2687.16
,,,3.99,2956.6
,,,3.99,2791.43
,,,3.99,2092.04
,,,3.99,1203.6
,,,4,563.76
,,,4,64.39
,,,4,-604.55
,,,4,-1382.72
,,,4,-2083.16
,,,4,-2424.44
,,,4.01,-2130.34
,,,4.01,-1424.88
,,,4.01,-785.2
,,,4.01,-408.97
,,,4.01,-199.53
,,,4.02,-15.45
,,,4.02,113.35
,,,4.02,295.09
,,,4.02,844.61
,,,4.02,1613.33
,,,4.02,2249.46
,,,4.03,2909.89
,,,4.03,3728.08
,,,4.03,4299.19
,,,4.03,4079.7
,,,4.03,2961.88
,,,4.04,1580.21
,,,4.04,695.95
,,,4.04,346.54
,,,4.04,179.42
,,,4.04,74.39
,,,4.04,84.52
,,,4.05,250.64
,,,4.05,508.7
,,,4.05,717.57
,,,4.05,792.76
,,,4.05,646.32
,,,4.06,119.41
,,,4.06,-805.02
,,,4.06,-1744.64
,,,4.06,-2108.82
,,,4.06,-1732.86
,,,4.06,-1063.89
,,,4.07,-656.99
,,,4.07,-783.82
,,,4.07,-1237.7
,,,4.07,-1356.87
,,,4.07,-803.73
,,,4.08,-101.37
,,,4.08,193.93
,,,4.08,227.72
,,,4.08,366.96
,,,4.08,653.81
,,,4.08,807.23
,,,4.09,529.33
,,,4.09,-136.63
,,,4.09,-1000.63
